Gene,SRR1174401,SRR1174402,SRR1174403,SRR1174404,SRR1174405,SRR1174406,SRR1174407,SRR1174408,SRR1174409,SRR1174410,SRR1174411,SRR1174412,SRR1174413,SRR1174414,SRR1174415,SRR1174416,SRR1174417
Cre11.g467611,1.537295,4.225001,6.984055,4.757016,3.55632,5.555569,8.688145,7.094063,9.48378,7.143459,8.441753,6.677654,7.768076,7.019419,6.935998,6.178169,8.531377
Cre11.g467612,30.942708,31.228267,37.99093,36.484732,36.721899,35.706338,38.359136,21.105249,21.894892,15.529259,17.091064,17.826925,19.926086,19.773458,16.793131,14.903477,18.466183
Cre11.g467613,0.85085,0.464223,0.296882,0.9818,1.603642,0.993078,0.814607,0.744812,2.502064,0.680857,0.204045,0.763452,1.037046,1.072032,1.025777,1.794601,1.194017
Cre11.g467614,0,0,0,0,0,0.058448,0.020055,0,0,0.010619,0,0,0,0,0,0,0
Cre11.g467615,0,0,0.130014,0.191094,0.068936,0.924164,0.391717,0.217451,0.962918,0.563003,0,0,0,0.147287,0.055289,0,0.180407
Cre11.g467616,41.123484,77.302131,77.760289,30.126147,42.657287,56.474002,41.982145,12.151881,10.051747,7.616128,15.728864,12.014921,12.564171,11.564785,8.936763,9.642018,14.642574
Cre11.g467617,8.362295,9.088867,30.445071,30.181976,8.355333,3.397145,4.976423,24.31022,19.723313,16.176952,16.14808,24.875727,21.166211,20.279225,17.521879,21.587747,17.390645
Cre11.g467618,0.70766,0.552129,0.789325,1.348279,2.330117,1.302318,1.028388,0.620833,1.411091,1.288448,0.555616,0.76717,1.231615,1.051278,0.966162,0.515821,1.19517
Cre11.g467619,0.262344,0.151677,0.165472,0.896839,0.989781,0.609726,0.409523,0.435891,1.001027,0.848545,0.281327,0.375265,0.565312,0.515504,0.53985,0.500127,0.640393
Cre11.g467620,6.093005,6.645646,5.254694,3.92232,11.684308,12.044002,5.938406,2.447922,2.107834,1.398253,1.727635,1.943056,1.976938,1.542743,1.44194,0.66521,1.92783
Cre11.g467621,3.696322,4.542654,4.913006,5.239414,7.00608,5.59818,6.205017,2.889092,3.829537,2.627356,2.360181,3.287132,3.174978,3.219443,2.727352,1.553044,3.308103
Cre11.g467622,0.140259,0.062012,2.803333,13.100532,6.78401,6.912704,8.012992,5.193566,4.038628,3.669653,1.352078,2.608211,3.355188,2.972195,1.97923,3.47604,2.343911
Cre11.g467623,1.661023,1.372007,3.817296,7.895806,9.108416,8.253661,7.651365,4.01129,2.952654,3.258173,3.178324,4.134221,3.757005,3.45561,3.771288,1.806648,3.615157
Cre11.g467624,1.309313,0.739678,1.391702,1.58893,3.814725,1.423603,1.347763,1.155513,1.345536,1.008196,0.974486,0.813194,1.037911,0.647531,0.866599,0.600901,0.784518
Cre11.g467626,1.550433,2.298383,2.360336,2.335708,2.636201,3.122004,3.734254,2.317816,2.846899,1.153127,2.333189,2.036664,2.289319,2.045151,1.981388,1.977722,2.1382
Cre11.g467627,0.153348,0,0.039294,0.231016,0.802126,1.363683,4.591769,33.057127,9.423061,16.603587,11.973797,13.812418,21.38219,19.07438,15.548482,11.401217,9.950649
Cre11.g467628,0.919644,2.55174,1.430153,1.003244,0.844467,1.549334,2.790987,2.218002,3.776961,1.829759,0.714861,1.663803,2.175954,1.620157,1.924738,3.143653,2.125419
Cre11.g467629,2.615853,1.5446,2.925582,3.884206,3.368458,4.9785,7.138013,5.547457,5.369341,5.173098,3.584415,6.225795,7.712045,7.731623,5.842531,4.546124,5.973439
Cre11.g467630,2.007757,1.592729,2.222264,9.549163,5.57484,4.813222,5.346753,3.426266,2.707188,2.228075,1.740787,3.488257,4.083608,3.606692,2.929028,2.137323,2.989441
Cre11.g467631,7.931894,9.894824,10.693617,12.24199,9.288085,6.20706,6.202617,5.007822,8.230054,5.599532,4.670237,5.062805,5.744702,4.633853,4.634784,4.479138,5.909143
Cre11.g467632,0.274487,1.850695,3.165064,0.206756,0.079247,0.073522,0.083251,0.005882,0.071851,0.020038,0.040708,0.028484,0.010799,0.02988,0.014955,0,0.021349
Cre11.g467633,11.425129,8.502217,9.5847,0.624851,2.879119,9.114148,14.388909,11.13094,13.966398,11.133734,18.800648,8.714667,8.212893,8.887861,7.399918,6.541383,8.942439
Cre11.g467634,1.047497,0.493998,1.39574,0.929291,1.021522,1.780725,1.987076,0.845973,1.453242,0.546489,1.180655,1.0667,1.055053,1.128442,1.009527,1.153781,1.195968
Cre11.g467635,0,0.090482,0.157322,0.154154,0.083415,0.043854,0.067713,0.10525,0.040178,0.047807,0.075878,0.01699,0.161039,0.089111,0.061326,0,0.054575
Cre11.g467636,2.213849,3.326937,3.789309,2.628679,3.102655,2.865042,2.97086,1.413364,1.375969,0.264948,0.714876,1.180573,1.688841,1.424581,1.284613,0.810823,1.419204
Cre11.g467637,2.549494,1.490184,2.967461,4.621956,6.96292,1.981546,0.924564,0.074077,0.056556,0.050472,0.179439,0.15784,0.244819,0.150524,0.221307,0,0.145961
Cre11.g467638,0,0,0,0,0,0,0.015294,0,0,0,0.020565,0,0,0,0,0,0
Cre11.g467639,8.30167,5.387904,7.227117,5.411407,5.494893,4.527097,5.323306,3.685551,4.534207,4.089894,4.127615,3.816961,3.400231,3.861923,3.418372,1.978268,3.817386
Cre11.g467640,183.675774,167.874028,193.534355,282.905949,249.829084,275.841387,244.791914,144.999226,147.201866,130.643706,133.835047,148.80752,168.094137,150.246494,128.160619,51.003113,138.298385
Cre11.g467641,4.251828,2.853722,3.44787,6.405326,19.269615,7.544899,3.291933,0.111235,0.017879,0,0,0.01134,0.032248,0.009914,0.046517,0,0.027321
Cre11.g467642,0.281595,0.311249,0.144312,0.318164,0.593009,0.362046,0.279512,0.168956,0.294845,0.328905,0.313215,0.187016,0.354533,0.204356,0.199449,1.744687,0.13767
Cre11.g467643,0.335682,0,0.344061,0,0.091214,0,0,0.23018,0,0,0,0.111468,0,0,0,0,0
Cre11.g467644,7.251678,5.064348,4.776573,7.906365,8.958905,13.299264,11.086472,8.31744,25.463595,6.480955,6.039382,11.273622,9.102567,7.863889,6.03679,2.698468,9.430902
Cre11.g467645,3.499054,1.443879,1.912748,7.379793,6.972473,2.599269,2.984356,1.679534,3.419455,1.961721,2.006522,3.330818,2.790066,3.11487,2.770643,0,4.478832
Cre11.g467646,2.173097,1.601295,4.083465,12.549348,11.022512,5.277462,4.074377,2.110993,4.455897,3.807287,4.619371,4.449924,4.559942,5.46706,5.091106,0,5.344259
Cre11.g467647,20.59491,15.549377,21.514971,26.730072,20.619914,12.967862,13.541024,8.826329,8.43899,7.197993,6.508081,8.732683,9.324589,7.403978,7.837311,7.852349,9.139299
Cre11.g467648,8.677035,7.414737,8.96838,3.624966,5.052419,4.687423,5.741903,3.799953,6.375003,3.542934,2.422306,2.276016,4.039323,4.82594,4.687822,0,5.690764
Cre11.g467649,13.266423,22.501168,6.75904,8.929284,8.601074,14.210544,19.672872,15.954177,22.30225,10.783258,6.995487,10.036904,10.490437,11.386428,10.967972,8.075326,12.644859
Cre11.g467650,0.459589,0.590503,0.683696,0.691794,0.306242,0.160946,0.285254,0.157378,0.240259,0.14605,0.111559,0.263175,0.341266,0.315396,0.195535,0,0.348965
Cre11.g467651,1.638503,2.594238,2.199576,1.747529,1.9372,3.1444,3.151486,1.638906,1.677647,1.094074,1.072348,1.309667,1.204882,1.161718,1.048609,0.718707,1.128221
Cre11.g467652,1.062229,0.262996,1.190362,1.664244,1.585582,1.389987,1.658879,1.354788,1.219726,0.671627,0.361278,1.076999,0.971818,1.126497,0.990801,0.702004,0.99457
Cre11.g467653,0.52799,0.373499,0.198429,0.185596,0.200858,0.28662,0.361036,0.150853,0.110567,0.069892,0.193149,0.15195,0.144029,0.235009,0.326023,0.436172,0.901112
Cre11.g467654,2.252932,1.703691,3.43207,3.200979,3.212998,3.094938,3.73884,2.54787,3.578362,3.20059,1.720371,2.440444,2.861473,2.599165,2.43722,1.231379,2.559344
Cre11.g467655,8.317175,7.004224,12.584228,29.534342,25.452033,19.944028,21.796681,13.171599,14.825252,9.529477,3.935392,13.085873,15.582535,13.336358,10.465573,9.815436,11.124879
Cre11.g467656,0.519356,0.250494,0.435536,2.489467,2.05271,1.112894,1.114345,1.149321,2.842563,1.279399,0.280085,0.580093,1.278035,0.822331,0.797442,1.170108,1.024034
Cre11.g467657,0.14213,0.251356,0.339916,0.035686,0.263909,0.335018,0.036576,0.016243,0.037205,0.083005,0.084315,0.047196,0.044736,0.055011,0.054206,0,0.037902
Cre11.g467658,0.153928,0.200162,0.092806,0.395577,0.393661,0.865349,1.004614,0.794727,0.967024,0.488602,0.093999,0.309691,0.535793,0.494138,0.440045,0.448798,0.537645
Cre11.g467659,4.259202,2.304681,5.147412,5.841829,4.80212,2.588186,3.505555,1.983376,2.163248,1.232557,2.017548,1.963177,1.880844,2.140593,2.133531,0,2.316802
Cre11.g467660,3.008052,1.95578,1.881624,5.231325,8.888928,4.066513,3.644436,2.585896,3.369605,2.883075,1.089033,2.497172,2.99355,2.79934,2.660788,1.64445,3.074927
Cre11.g467661,0.753102,0.199778,0.926283,1.021085,0.839021,0.484132,0.564802,0.335666,0.571691,0.387037,0.312729,0.625197,0.805943,0.65584,0.582649,0,0.548933
Cre11.g467662,0.608083,0.143385,0.706364,1.465711,0.826167,0.469087,0.456042,0.375271,0.689754,0.340918,0.3968,0.336538,0.56143,0.447175,0.459409,0,0.468454
Cre11.g467663,1.898037,1.56559,3.154252,2.614905,1.893709,2.042903,3.100688,3.064988,3.801754,3.260734,3.528282,3.043587,3.192295,3.008041,2.572503,2.513533,2.780853
Cre11.g467664,0,0.043309,0.050201,0.073785,0.133089,0.37783,0.507769,0.167925,0.064104,0.034324,0,0.016264,0.061665,0,0.058707,0,0.008707
Cre11.g467665,1.519524,1.196332,4.056308,4.79194,2.487784,4.54212,4.814096,4.339922,4.191466,3.372935,2.169402,4.444047,6.897101,5.463018,4.745583,4.072673,5.03141
Cre11.g467666,7.078086,3.518004,7.207362,6.829926,7.404137,6.047038,6.306322,2.664673,2.906331,1.566995,2.579698,3.210656,3.5238,3.384135,2.64654,0,2.969021
Cre11.g467667,34.10102,22.916763,25.514871,74.269402,47.746912,28.539893,40.016683,29.813859,35.33586,25.252385,17.368381,24.071023,22.356156,24.521104,19.354407,12.073819,24.75213
Cre11.g467668,221.791727,190.033792,228.956044,345.29061,283.643614,279.939985,243.211357,125.950818,128.168866,125.013743,136.281732,136.927865,133.621775,133.682105,106.938911,236.133094,117.819534
Cre11.g467669,5.265343,5.460278,8.052792,11.129961,11.251178,11.05828,11.516925,7.173734,9.092291,6.27231,4.767036,6.371264,7.080354,6.769964,5.833608,2.73279,6.371157
Cre11.g467670,3.232828,1.035731,3.073419,8.681688,9.191903,3.815097,3.245087,2.505926,3.716085,2.966048,1.8344,3.593921,3.716256,2.856113,2.562902,8.128016,3.165183
Cre11.g467671,3.556716,1.640877,3.368128,4.309815,6.765221,2.534961,2.455936,2.213543,2.145392,1.363684,2.522729,2.118207,1.873931,2.289361,1.651361,1.916216,2.013774
Cre11.g467672,6.017079,3.414702,9.48105,15.423441,8.223857,8.813833,7.121526,2.047589,0.364378,0.377623,0.332972,1.16305,1.074153,0.834226,0.719272,1.112843,0.638635
Cre11.g467673,6.452757,12.862091,11.615903,4.901344,5.09811,6.849685,8.312783,5.293858,5.393758,6.320831,4.736639,2.457843,3.473236,4.430977,3.880549,2.015778,3.945197
Cre11.g467674,0,0.038421,0.133605,0.032729,0.041324,0.083796,0.014376,0.022346,0.022748,0.01015,0.019332,0.007214,0.013676,0.012613,0.014204,0,0.030898
Cre11.g467675,2.192118,3.206174,1.833908,1.535169,2.289267,2.478166,3.026662,2.754432,2.785338,1.649733,2.302078,1.758825,2.40933,2.098189,2.251818,0.587321,2.441503
Cre11.g467676,0.07732,0.055939,0.07925,0.042357,0.04393,0.087361,0.086826,0.197616,0.093838,0.101804,0.166792,0.137713,0.261067,0.155073,0.121784,0.174201,0.186194
Cre11.g467677,1.08387,1.055062,2.517897,4.554159,4.220477,3.231085,3.727162,3.466737,3.037991,2.629885,1.797759,2.390919,2.234226,2.348626,2.396712,4.233163,2.521215
Cre11.g467678,3.719715,1.999801,3.118683,2.532874,3.828727,6.6444,6.7756,6.039925,5.847961,6.150288,9.380313,5.496582,4.954808,4.768276,4.384005,3.68742,5.121022
Cre11.g467679,0.627669,0.555014,1.045423,1.339565,1.172568,1.53553,1.563334,1.667794,2.594585,1.509008,0.830022,1.094241,1.152441,1.275414,1.239662,0,1.287896
Cre11.g467680,1.122448,1.435339,1.522158,2.133204,2.580777,2.471826,3.199599,3.072774,2.445456,3.602299,2.904174,2.798311,2.837234,2.987597,2.591085,1.283889,2.824376
Cre11.g467681,3.085056,2.198252,2.210379,4.015886,4.476343,4.852171,6.342498,5.227016,5.229512,5.611455,4.424272,3.510942,3.827573,3.738669,3.466132,2.969196,3.738046
Cre11.g467682,11.118832,14.867587,4.377884,4.698278,3.316062,5.026664,6.609991,10.367174,8.979979,11.007163,6.575816,6.934084,5.462945,6.297788,4.602545,6.720914,5.158706
Cre11.g467683,0.797152,0.27768,0.495183,0.83699,1.04366,1.118071,1.369378,2.426637,2.333259,1.100365,1.196548,1.54813,1.976842,2.075589,1.963634,0.59866,2.035575
Cre11.g467684,0.604332,0.178126,0.383449,0.086707,0.27369,0.197331,0.107912,0.217065,0.105461,0.302513,0.623112,0.907827,0.77898,0.434393,0.228915,0.713197,0.363242
Cre11.g467685,84.726973,65.622965,59.585051,114.596614,82.175956,78.453313,70.25409,57.03791,79.648154,58.22124,53.013389,61.814545,48.27523,48.830675,42.455737,61.307576,48.8164
Cre11.g467686,0.125979,0,0.288214,0.928515,0.431515,0.161971,0.082368,0.146528,0.305068,0.609067,1.030898,0.610291,0.501264,0.709175,0.654001,1.673017,0.402334
Cre11.g467687,3.23834,2.092552,1.787251,4.597066,10.880901,6.325369,7.568921,12.810927,6.341298,7.710282,4.082235,4.322037,8.66389,7.990318,7.009937,10.803641,6.698169
Cre11.g467688,2.89596,2.376159,1.442388,4.364328,4.326776,5.657528,8.384919,11.158721,7.621112,10.677918,8.815099,10.741544,12.249534,11.007454,9.678645,9.797665,10.248037
Cre11.g467689,947.899624,931.861979,952.855095,841.866662,224.427166,252.34085,270.489875,429.032061,189.201713,177.546576,229.837511,248.785964,212.977554,167.215172,139.961761,125.034365,137.230121
Cre11.g467690,4.916777,2.708368,4.874286,8.257054,9.133169,8.117774,9.031869,8.815593,10.950337,10.299432,4.136027,7.092831,7.154369,7.066108,6.350145,1.997578,6.390976
Cre11.g467691,3.187458,2.168882,1.894633,6.783304,9.083015,6.21065,5.232623,4.139773,3.753073,3.429563,3.166675,3.765539,3.475999,3.529086,2.893535,1.174641,3.263061
Cre11.g467692,17.546827,40.839488,21.40692,10.674225,9.929068,12.734691,20.309652,18.531356,30.607873,16.187866,4.478354,6.83681,9.574649,12.362379,11.823826,10.113074,12.814212
Cre11.g467693,3.875826,14.540587,7.28949,4.761808,3.210639,4.128435,7.793919,11.366144,25.570617,13.985323,1.808126,4.435866,7.343283,7.733623,8.864973,6.527969,8.823756
Cre11.g467694,0,0.135597,0.314351,0,0.041669,0.752613,0.101476,0.468123,0.299124,0.569707,0.181938,0,0.096534,0,0.107809,0,0.257677
Cre11.g467695,7.943343,12.584443,12.495149,10.720032,10.822131,13.61701,15.367649,12.747086,13.37092,15.179637,14.169199,13.225164,13.160778,12.585952,11.204215,19.139116,11.856289
Cre11.g467696,6.806566,6.466297,5.938603,4.345108,4.944973,6.353525,7.705869,9.464765,11.317821,8.859432,6.018153,6.327583,6.988322,8.186596,7.688492,4.385019,7.000375
Cre11.g467697,52.427909,35.223981,36.938707,61.720948,50.178882,40.954377,9.162313,29.005883,33.715064,28.223005,31.153797,26.043195,27.510082,30.870108,24.443882,28.130836,28.371263
Cre11.g467698,0.542731,0.18779,0.386977,1.919623,1.936415,5.248587,5.04884,2.726445,3.001943,5.153989,3.681535,3.463394,3.75819,3.452311,3.329823,2.339212,3.024639
Cre11.g467699,15.508489,12.941585,19.577089,23.312776,26.72575,17.105187,16.845045,12.360669,14.709315,13.173831,10.514243,9.92066,10.629113,8.65293,8.793397,12.478771,9.321594
Cre11.g467700,46.940141,43.141619,19.623796,4.582531,1.88002,4.319911,5.078322,46.931296,29.351952,24.563896,32.728642,60.189871,21.626871,22.127034,23.514347,20.694299,19.266651
Cre11.g467701,3.449027,2.955951,2.012303,1.478838,2.162765,3.411088,3.663455,3.411102,3.548817,2.844731,3.934684,2.510852,2.388311,2.526096,2.208723,1.315032,2.749815
Cre11.g467702,3.916194,2.029965,5.444215,6.577823,4.684664,3.375992,4.408503,2.438441,2.003103,1.97687,1.228342,2.615809,3.287036,2.744018,2.251398,1.115573,2.712853
Cre11.g467703,0.798121,0.393899,0.970239,0.587199,0.75653,1.169327,1.514835,0.859101,0.680202,0.320854,0.693677,0.548546,0.677688,0.581898,0.600691,0.459995,0.607155
Cre11.g467704,0.013667,0,0,0.02059,0.014855,0.011715,0.021103,0.15932,0.028621,0.028734,0.024323,0.031769,0.077433,0.142826,0.178714,0.338715,0.119058
Cre11.g467705,4.517183,5.351975,4.766793,14.716405,8.749333,15.086781,20.14384,16.723317,28.902666,19.440997,2.805092,8.349744,9.83355,9.753743,8.459941,9.37505,8.17304
Cre11.g467706,2.868579,3.286463,2.633386,3.607496,5.151307,2.480136,2.294396,1.094685,0.613771,0.460332,0.5697,0.88629,1.052072,0.825461,1.000257,1.23638,1.223939
Cre11.g467707,429.679897,372.756414,402.055295,579.157641,459.190907,461.02347,440.77597,182.648842,159.840802,161.092409,136.317071,231.743094,247.415587,207.614724,180.148504,167.217842,211.062815
Cre11.g467708,9.810294,6.223031,5.373821,0.908526,3.278907,3.558556,6.448363,6.854225,7.068278,5.685464,9.15609,6.665114,4.335604,4.323402,4.552661,2.28917,5.746701
Cre11.g467709,15.0794,8.042676,7.605251,71.396062,89.819777,59.291141,60.135441,55.639525,36.026399,63.238477,74.403163,70.182249,74.886141,58.086137,53.180871,23.727749,41.786564
Cre11.g467710,13.378595,17.253851,12.614919,19.190137,29.432543,57.204352,17.771768,1.926477,1.529585,1.41319,0.584267,0.816784,1.670327,1.621831,1.677559,0,1.269728
Cre11.g467711,2.018609,1.89273,2.249102,1.997769,3.093229,3.025409,4.039282,3.109645,3.264433,2.905107,3.301846,2.752427,3.0897,3.235378,2.811615,3.50155,3.224793
Cre11.g467712,4.921493,3.941861,3.947753,4.566698,7.093551,4.284607,5.750405,4.683029,4.459152,4.868036,4.506237,3.398778,3.921294,4.002923,3.358875,4.12456,4.186612
Cre11.g467713,0,0,0.277961,0.408546,0.147381,0.232447,0.239276,0.278937,0.425928,0.380103,0.643505,0.270159,0.170717,0.314889,0.265958,0,0.048212
Cre11.g467714,0.498986,0.251858,0.315349,0.072055,0.148585,0.20314,0.120616,0.162512,0.32327,0.51528,0.415004,0.094582,0.342872,0.276435,0.217727,0,0.291638
Cre11.g467715,0,0,0,0,0.026633,0,0,0,0.008552,0.007632,0,0,0.020567,0,0,0,0
Cre11.g467716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027482,0.005158,0,0.008415
Cre11.g467717,5.853419,5.634488,5.695766,6.250807,3.563613,2.445072,2.762056,2.946801,3.238982,2.630882,0.988967,3.321539,3.171707,1.677644,2.204144,1.836266,2.054891
Cre11.g467718,2.725336,1.308215,3.511664,2.463411,1.756163,3.67082,5.101192,3.604092,4.504574,3.747093,3.37203,4.13709,3.333208,3.616551,2.969714,0,3.737639
Cre11.g467719,1.43722,0.331528,0.640477,1.129646,1.630052,1.392571,1.640233,1.628243,1.913775,1.328349,0.926728,0.913001,1.258772,1.306022,1.348203,1.548633,1.399741
Cre11.g467720,1.689992,1.528555,2.156734,2.853797,3.085469,3.891201,4.930146,5.875642,3.883102,3.780126,4.688345,4.315274,5.034234,4.671707,4.496109,3.421814,4.435996
Cre11.g467721,38.660592,95.559478,58.743348,23.33074,69.865555,60.969702,38.711256,5.329118,1.745838,2.112553,6.15269,2.045794,2.846452,3.281445,2.605238,4.202296,4.009285
Cre11.g467722,11.137643,5.346288,16.634271,16.299329,11.586835,10.364713,12.353817,8.291804,7.496823,8.697339,7.267793,6.868496,12.419911,8.867867,7.281808,0,8.429332
Cre11.g467723,228.946276,234.315794,187.294022,22.239921,22.458809,52.074674,152.710785,268.648004,201.541046,201.195309,187.10181,68.1225,162.27504,204.580805,161.494777,119.915575,153.090952
Cre11.g467724,8.295473,2.333942,9.275516,5.11242,1.946735,4.201557,6.986522,12.410804,8.784519,6.342001,8.052627,13.522759,7.358372,7.224123,7.231458,0,6.301269
Cre11.g467725,22.749105,26.043223,22.072705,12.483957,15.747955,20.697915,26.894426,22.548377,24.759082,31.897655,26.990499,23.083193,27.179527,23.319778,20.532885,14.389071,28.770066
Cre11.g467726,4.03265,2.350224,2.536354,3.865996,6.508298,3.377962,2.668548,1.853959,1.967257,1.420185,1.168942,1.521706,1.384684,1.454397,1.294973,0,1.379533
Cre11.g467727,2.933198,1.80116,1.948606,3.109544,5.129053,4.085481,4.954346,3.175281,4.109178,3.045328,2.545607,3.336894,3.590364,3.421606,3.424094,0.673086,3.563327
Cre11.g467728,1.797337,0.941801,0.614068,0.902555,2.658998,2.424952,2.672394,1.780208,2.178138,1.61724,1.322901,1.613659,1.843827,1.739126,1.784414,0,1.68049
Cre11.g467729,20.616557,40.796061,34.381058,57.920067,47.784405,61.848992,73.965612,47.492577,28.266867,82.237389,47.334089,57.87676,60.261386,59.393619,49.654227,35.903831,44.101283
Cre11.g467730,92.394989,196.277626,171.382578,430.940266,289.226932,364.34078,279.636941,286.500252,185.222418,487.690254,292.866603,349.054725,314.483049,307.800349,309.67149,320.661333,277.893959
Cre11.g467731,0.779035,0.22962,0.532321,0,0.987867,0.667737,0.343677,0.089032,0.747718,0.667273,0.308093,0.51738,0.326939,0.301521,0.53763,0,0.415489
Cre11.g467732,12.897845,26.704104,23.698943,34.832624,32.82459,46.310397,54.852754,35.538486,20.339475,60.295816,35.690394,40.165457,43.368956,39.358023,35.804405,35.083172,32.521059
Cre11.g467733,0.454437,0.401834,1.197723,1.271406,0.705619,1.363296,1.116949,0.623223,0.288891,0.834091,1.078326,0.883858,0.93995,1.319156,0.855964,0,0.750189
Cre11.g467734,0.720809,1.115403,1.385255,1.221626,0.832423,0.849515,1.629698,0.864965,0.259437,1.052387,1.469872,0.837744,0.96423,1.046195,0.834534,0,0.736834
Cre11.g467735,6.010019,4.99548,2.340819,6.518894,6.140426,6.542264,5.726943,5.81079,8.841413,5.896584,1.782635,5.787579,5.523703,6.489953,4.885504,11.915682,4.872169
Cre11.g467736,1.148907,7.450058,4.710349,2.163517,0.234143,0.369287,0.211187,0.131303,0.150371,0.089462,0.113593,0.317926,0.301353,0.166754,0.187789,0,0.204252
Cre11.g467737,1.234247,0.781401,1.077919,2.585524,5.826477,2.701124,1.300026,0.593436,1.103064,0.837668,0.275109,0.499581,0.868918,0.691123,0.635057,0.723983,0.824462
Cre11.g467738,5.910467,2.986464,7.096528,3.307217,6.928919,7.526716,8.194825,6.54248,10.962634,9.90154,11.971216,6.616965,7.866599,6.86285,6.569263,8.370218,8.165905
Cre11.g467739,43.466447,88.670037,63.858639,25.339399,34.791912,57.760519,43.499872,12.990193,9.446049,7.768223,13.923506,10.087906,9.940176,9.815075,8.893033,6.380416,12.579026
Cre11.g467740,6.668819,3.008613,5.719328,4.30564,9.005059,9.157374,10.071835,4.99283,6.163231,3.98999,7.629591,5.219848,6.168604,5.768042,4.901387,0,6.895716
Cre11.g467741,0.851132,0.493308,0.63779,1.368419,3.852018,1.857552,0.594777,0.078471,0.15914,0.085211,0.065766,0.061751,0.117064,0.120421,0.102098,0,0.133512
Cre11.g467742,0,0,0,0.266243,0.192091,0,0.038983,0.030297,0,0,0,0,0,0,0.009629,0,0
Cre11.g467743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre11.g467744,1.017593,0.832318,1.003883,2.97017,4.541656,1.831647,1.071793,1.112076,2.344047,1.280668,0.365967,0.620904,0.904824,1.063406,1.011816,0,1.047
Cre11.g467745,4.224124,2.042124,3.378685,8.028828,13.274948,4.525797,2.216174,0.845947,1.291732,0.839208,0.398124,0.701342,0.869806,0.848022,0.862506,1.467564,0.915894
Cre11.g467746,0.046746,0.110228,0.031942,0,0.025405,0.053424,0.068742,0.058767,0.040788,0.0546,0.041597,0.041394,0.039236,0.027139,0.047542,0,0.058174
Cre11.g467747,2.884809,6.377208,3.326427,3.712148,3.217191,3.412795,3.824591,3.286599,3.885817,2.885114,3.137438,2.564496,2.232181,2.337779,2.164423,0.74473,2.569642
Cre11.g467748,2.016586,0,2.066927,0,0.547963,0.864242,1.334447,1.382792,3.695084,2.355386,1.794422,0.669638,1.269458,3.512293,1.75793,0,0.717015
Cre11.g467749,60.31535,45.55106,58.018014,99.703773,92.310451,121.258041,119.148415,86.415657,78.648227,133.459517,129.428593,112.091475,90.278273,90.072676,75.859727,59.877236,101.061542
Cre11.g467750,0.493001,0.217967,0.210545,1.052158,2.009434,0.792314,0.371547,0.028171,0.064525,0.009597,0,0,0.025862,0,0.02686,0,0.029215
Cre11.g467751,10.262964,7.720997,11.883103,11.588905,12.041599,9.281097,8.447996,4.468694,4.786024,4.892825,5.823267,4.225157,4.429485,4.29678,3.909167,1.80708,4.517611
Cre11.g467752,5.505178,13.297776,4.679234,4.247881,8.391703,6.157292,6.367797,7.780086,19.366386,8.876652,2.787868,3.834502,3.719133,5.612711,4.828321,0,5.872246
Cre11.g467753,7.278032,4.290384,2.964759,9.839724,17.088897,17.794993,19.449767,15.291759,16.804178,16.304077,12.371247,13.478193,13.9797,14.355487,12.953391,18.499601,14.315674
Cre11.g467754,14.235976,8.36552,16.715411,18.460124,19.170202,9.576356,8.128618,5.869403,5.283086,8.355952,11.678799,12.536238,11.287162,8.369564,5.272288,6.698914,8.858026
Cre11.g467755,14.347316,10.192018,8.839807,16.271253,18.901498,11.157622,11.040926,6.052084,5.338026,4.556604,5.068426,4.871303,6.088824,4.960315,4.250996,3.995155,4.06959
Cre11.g467756,0.151449,0.100439,0.194037,0.798547,1.049402,0.292077,0.133626,0.051925,0.346884,0.185738,0,0.113155,0.166842,0.219816,0.152652,0,0.309632
Cre11.g467757,4.204531,1.573465,4.643227,1.137879,2.231554,3.227243,4.068146,1.506888,2.177659,1.353632,1.635119,1.310999,1.944248,2.157123,1.927077,0.476933,2.314216
Cre11.g467758,3.112028,1.265828,1.977623,0.750117,2.08024,3.867764,3.864695,4.310574,5.743044,5.183324,7.209102,3.337868,3.173658,3.685754,2.882419,6.941272,4.774589
Cre11.g467759,26.795874,27.263478,21.126761,23.935947,24.667384,28.341479,31.144288,34.186587,30.484741,31.819386,27.486622,24.925726,28.275908,29.468193,27.130403,36.183892,30.643781
Cre11.g467760,2.615508,0.73019,3.527191,10.368504,7.256366,16.459893,18.036098,28.223411,28.142212,25.50002,6.614521,6.35384,12.911611,9.669876,10.169916,0,10.058073
Cre11.g467761,4.97498,0.970696,3.160051,2.709368,2.538672,2.932904,2.709947,4.468442,2.647337,4.108488,3.678687,2.637022,2.587772,2.223864,2.43567,1.736545,2.333618
Cre11.g467762,2.816781,2.08408,2.926377,3.550638,3.10325,5.148986,5.794773,1.517602,2.944309,5.102886,5.484659,3.544165,3.52225,3.393034,2.833416,3.324197,3.440636
Cre11.g467763,101.598573,95.453098,149.693797,133.924864,172.545011,223.151564,169.479142,65.312918,149.595878,238.818951,316.419695,179.229549,163.890216,162.208274,150.8408,0,189.652496
Cre11.g467764,17.278658,15.278597,8.527033,11.568926,9.564091,7.679319,7.057965,5.04643,5.528021,5.381756,4.365768,3.187576,6.445666,3.343809,2.64987,0,3.640641
